p0,p1,p2,p3,p4,p5,p6,p7,size,objective,source,id,filename,speedup
96,threads,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.704095,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02536.c,mmp_02536,0.9247584410848698
2,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.639285,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02537.c,mmp_02537,0.9353863122718572
96,cores,close,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.75168,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02538.c,mmp_02538,0.9171076972293313
96,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,SM,5.6590050000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02539.c,mmp_02539,0.9321267607998225
16,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.7752300000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02540.c,mmp_02540,0.913367952445184
96,sockets,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.8392800000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02541.c,mmp_02541,0.9033493855406831
96,threads,spread,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.664415,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02542.c,mmp_02542,0.931236500150501
64,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6831,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02543.c,mmp_02543,0.9281747637732929
128,threads,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.82615,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02544.c,mmp_02544,0.9053852029213116
96,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6427200000000015,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02545.c,mmp_02545,0.9348168968157199
96,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.7983100000000025,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02546.c,mmp_02546,0.9097323185548889
96,cores,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.71885,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02547.c,mmp_02547,0.9223725049616619
16,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.735275,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02548.c,mmp_02548,0.9197309632057749
32,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.643735,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02549.c,mmp_02549,0.9346487742603081
8,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6760800000000025,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02550.c,mmp_02550,0.9293227015827821
64,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.716785,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02551.c,mmp_02551,0.9227056816025092
96,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.65651,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02552.c,mmp_02552,0.93253790764977
96,sockets,close,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.623305,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02553.c,mmp_02553,0.9380444418362511
96,threads,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.73935,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02554.c,mmp_02554,0.9190779443665223
96,sockets,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.764975,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02555.c,mmp_02555,0.9149926929431611
192,sockets,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.57592,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02556.c,mmp_02556,0.9460160834445258
96,sockets,spread,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,6.02055,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02557.c,mmp_02557,0.8761508500053982
8,sockets,close,static, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.63779,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02558.c,mmp_02558,0.9356343531773976
192,sockets,close,static, ,#pragma unroll,#pragma omp for, ,SM,5.740545,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02559.c,mmp_02559,0.9188866213922198
256,sockets,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.77452,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02560.c,mmp_02560,0.9134802546358832
192,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,6.011229999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02561.c,mmp_02561,0.8775092618316053
192,sockets,master,static, ,#pragma unroll,#pragma omp for nowait, ,SM,5.693684999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02562.c,mmp_02562,0.9264492152270455
192,sockets,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.618635,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02563.c,mmp_02563,0.9388241094144752
8,cores,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.79215,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02564.c,mmp_02564,0.9106998264893001
64,sockets,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.75752,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02565.c,mmp_02565,0.9161774514026872
192,cores,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.851075,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02566.c,mmp_02566,0.9015283516276924
192,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,SM,5.982175,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02567.c,mmp_02567,0.8817712621245618
192,sockets,close,static, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.64361,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02568.c,mmp_02568,0.9346694757433629
192,threads,spread,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.67718,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02569.c,mmp_02569,0.9291426377180221
256,sockets,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.671469999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02570.c,mmp_02570,0.9300780926285427
48,cores,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.67774,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02571.c,mmp_02571,0.9290509956426325
192,threads,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.606305,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02572.c,mmp_02572,0.9408888742228616
192,threads,master,static, ,#pragma unroll,#pragma omp for, ,SM,5.635675,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02573.c,mmp_02573,0.9359854853234085
192,sockets,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.710795,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02574.c,mmp_02574,0.9236734990487314
32,threads,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.717715,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02575.c,mmp_02575,0.922555601319758
192,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.568665,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02576.c,mmp_02576,0.9472485775315987
192,sockets,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.78193,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02577.c,mmp_02577,0.9123095575352866
192,sockets,close,static, , ,#pragma omp for, ,SM,5.61819,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02578.c,mmp_02578,0.938898470859832
192,threads,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.743735,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02579.c,mmp_02579,0.9183762830283779
192,sockets,spread,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.68928,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02580.c,mmp_02580,0.9271665307385117
192,cores,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6653400000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02581.c,mmp_02581,0.931084453889793
192,sockets,close,static,#pragma omp parallel for, ,#pragma omp for, ,SM,5.92672,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02582.c,mmp_02582,0.8900217995788564
192,sockets,close,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.9283550000000025,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02583.c,mmp_02583,0.8897763376181079
96,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.60914,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02584.c,mmp_02584,0.9404133253939106
192,sockets,close,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.909009999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02585.c,mmp_02585,0.8926892998996449
8,sockets,close,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6022050000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02586.c,mmp_02586,0.9415774681576272
192,threads,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.610785,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02587.c,mmp_02587,0.9401376099779265
192,sockets,close,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,6.634729999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02588.c,mmp_02588,0.7950451638574593
192,sockets,close,static, ,#pragma unroll (6),#pragma omp for, ,SM,5.6343250000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02589.c,mmp_02589,0.9362097500587914
96,sockets,spread,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6775850000000005,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02590.c,mmp_02590,0.929076359050547
192,sockets,spread,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.91288,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02591.c,mmp_02591,0.8921050317273478
192,sockets,master,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.61246,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02592.c,mmp_02592,0.9398570323886497
192,sockets,spread,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.98177,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02593.c,mmp_02593,0.8818309630761464
32,sockets,close,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.95012,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02594.c,mmp_02594,0.8865216163707623
16,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.762575,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02595.c,mmp_02595,0.9153737695387912
32,sockets,close,static, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.887395,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02596.c,mmp_02596,0.8959667221241314
48,sockets,close,static, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.63593,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02597.c,mmp_02597,0.9359431362703228
64,sockets,close,static, , ,#pragma omp for nowait, ,SM,5.712975,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02598.c,mmp_02598,0.9233210367628075
128,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.6702600000000025,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02599.c,mmp_02599,0.9302765658012151
32,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.662129999999999,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02600.c,mmp_02600,0.9316123084422294
96,sockets,close,static, , ,#pragma omp for, ,SM,5.66219,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02601.c,mmp_02601,0.9316024365130807
2,sockets,close,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.66258,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02602.c,mmp_02602,0.9315382740729491
16,sockets,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.623365,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02603.c,mmp_02603,0.9380344331196713
48,sockets,close,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.667915,NormalGreedyMutation10_opentuner_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02604.c,mmp_02604,0.9306614513449832
32,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,SM,5.7599300000000015,NormalGreedyMutation10_opentuner_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02605.c,mmp_02605,0.9157941155534874
8,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,SM,5.737509999999999,NormalGreedyMutation10_opentuner_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02606.c,mmp_02606,0.9193726895465107
32,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,SM,5.76979,NormalGreedyMutation10_opentuner_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02607.c,mmp_02607,0.9142291140578773
192,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,SM,5.742635,NormalGreedyMutation10_opentuner_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02608.c,mmp_02608,0.9185521977280465
8,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,SM,5.768244999999999,NormalGreedyMutation10_opentuner_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02609.c,mmp_02609,0.9144739864551524
192,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,SM,6.043534999999999,NormalGreedyMutation10_opentuner_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02610.c,mmp_02610,0.8728186400839907
8,sockets,close,dynamic, , ,#pragma omp for nowait, ,SM,5.722595,NormalGreedyMutation10_opentuner_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02611.c,mmp_02611,0.9217688828232646
96,sockets,close,dynamic, , ,#pragma omp for nowait, ,SM,5.680759999999999,NormalGreedyMutation10_opentuner_seed_9999,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/SW4Lite_JOBS/sw4lite/mmp_02612.c,mmp_02612,0.9285570944732748
