objective,p0,p1,p2,p3,p4,p5,p6,p7
15.63985,16,sockets,close,dynamic, , ,#pragma omp for, 
15.799,16,sockets,master,dynamic, , ,#pragma omp for, 
15.7049,32,threads,master,dynamic, , ,#pragma omp for nowait, 
15.87185,32,sockets,master,dynamic,#pragma omp parallel for, ,#pragma omp for, 
15.6689,32,threads,master,dynamic, ,#pragma unroll,#pragma omp for, 
15.763300000000001,32,sockets,master,static, , ,#pragma omp for nowait, 
15.669599999999999,64,sockets,master,dynamic, , ,#pragma omp for, 
15.697099999999999,192,sockets,master,dynamic, , ,#pragma omp for, 
15.79355,32,cores,master,static, , ,#pragma omp for nowait, 
15.703199999999999,48,sockets,master,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.768650000000001,4,sockets,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
15.79005,32,cores,master,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.7089,96,sockets,master,dynamic, , ,#pragma omp for nowait, 
15.722349999999999,32,sockets,close,static, , ,#pragma omp for, 
15.6996,16,sockets,spread,dynamic, , ,#pragma omp for, 
15.66625,64,sockets,master,dynamic, ,#pragma unroll (6),#pragma omp for, 
16.5054,128,sockets,master,dynamic,#pragma omp parallel for, ,#pragma omp for, 
15.767800000000001,64,cores,master,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.673649999999999,16,sockets,master,dynamic, ,#pragma unroll,#pragma omp for, 
15.6719,32,sockets,spread,dynamic, , ,#pragma omp for nowait, 
15.9134,32,sockets,master,dynamic,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
16.7875,192,sockets,master,dynamic,#pragma omp parallel for, ,#pragma omp for, 
15.78155,256,sockets,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
15.64375,64,threads,master,dynamic, , ,#pragma omp for, 
15.815449999999998,64,sockets,spread,static, , ,#pragma omp for, 
16.53915,32,sockets,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
16.0536,16,sockets,master,dynamic,#pragma omp parallel for, ,#pragma omp for, 
