p0,p1,p2,p3,p4,p5,p6,p7,objective,predicted,elapsed_sec
2,cores,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.70574,6.188611057205506,2383.4424180984497
4,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, ,5.6906,6.189879373375168,2423.2833576202393
128,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,5.84185,6.191109415964757,2462.956083059311
16,threads,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.63263,6.193029208363773,2502.2893867492676
128,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.80227,6.193373517926777,2542.2933402061462
48,cores,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.71118,6.194362701130345,2581.9368813037872
4,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.63057,6.19607189916562,2621.4017798900604
128,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.8301,6.197490047393692,2661.4115130901337
8,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.72357,6.199256210525852,2701.319416284561
32,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.71601,6.200074976784597,2740.751044034958
4,threads,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.70266,6.200976164788309,2780.055795431137
16,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.68323,6.201081283447573,2819.7840325832367
96,sockets,spread,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.72465,6.201866769239124,2859.578084230423
128,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.64852,6.202025297830984,2899.1652007102966
192,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.85002,6.202664588834272,2939.0603890419006
128,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.75153,6.203073038087451,2978.989548921585
192,threads,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.65101,6.204462382931118,3018.2081537246704
16,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.54532,6.206402924224271,3057.6896579265594
128,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,5.72142,6.206531339682349,3097.301290512085
8,threads,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.73061,6.206592737637472,3136.9253072738647
256,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.66188,6.207411636842908,3176.5344166755676
192,cores,master,static,#pragma omp parallel for, ,#pragma omp for, ,5.86413,6.210209789862484,3216.9522223472595
4,threads,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.67196,6.210924401282428,3256.695811986923
32,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.6499,6.211505190545385,3296.1796872615814
128,cores,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.84048,6.211663619114519,3336.113829135895
32,sockets,spread,static,#pragma omp parallel for, ,#pragma omp for nowait, ,5.71159,6.211916763379698,3375.8072752952576
4,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.762,6.21255649254799,3415.4129350185394
96,cores,close,static, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.61109,6.213093143893904,3454.734974384308
192,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.75452,6.213769163581566,3494.8119502067566
2,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.7679,6.216856707723153,3534.7164630889893
96,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.92435,6.2174145506415375,3574.771448135376
256,cores,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.8733,6.2191211264384405,3614.9255516529083
192,cores,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.83222,6.2204341649207056,3654.908122062683
128,threads,master,dynamic, ,#pragma unroll,#pragma omp for, ,5.55704,6.220518324103004,3694.3826875686646
32,cores,close,static, ,#pragma unroll (6),#pragma omp for, ,5.62464,6.221039987488239,3733.6705288887024
64,sockets,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.77122,6.224426494912118,3773.3852474689484
16,threads,spread,static, ,#pragma unroll,#pragma omp for, ,5.6587,6.224906741002304,3812.8220660686493
2,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.65726,6.224944062275432,3852.5112640857697
32,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,5.67429,6.2264915850551645,3891.953404903412
4,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.70549,6.227328460314556,3931.3624601364136
192,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,5.87411,6.227823083418531,3971.9185049533844
128,cores,spread,static,#pragma omp parallel for, ,#pragma omp for nowait, ,5.91449,6.228091657096122,4012.248950242996
32,cores,spread,dynamic, , ,#pragma omp for, ,5.65454,6.2286371676631616,4051.7883105278015
192,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.85931,6.228863723967498,4091.8945083618164
128,sockets,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.72678,6.22943883717687,4131.562735319138
128,sockets,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,5.93927,6.2300657240249855,4171.719616889954
256,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,6.01703,6.2310948152866805,4212.357264518738
128,threads,spread,static, ,#pragma unroll (6),#pragma omp for nowait, ,5.6967,6.232268347575847,4251.820787668228
96,cores,master,static,#pragma omp parallel for, ,#pragma omp for, ,5.85123,6.232710282892418,4291.64809346199
192,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.87802,6.23333065850887,4331.99221777916
4,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.67883,6.236182930084553,4371.526401519775
2,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.69288,6.236790650469981,4410.966702461243
32,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,5.83438,6.237974432458932,4450.821266889572
32,cores,master,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.5678,6.238164224480348,4490.238463878632
96,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.74614,6.240388558642019,4530.329317808151
2,threads,master,static, ,#pragma unroll,#pragma omp for, ,5.58554,6.241256006078977,4569.770975112915
192,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,5.66453,6.242622632229927,4609.38175034523
16,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.6289,6.242999245796408,4648.936603546143
192,threads,spread,static,#pragma omp parallel for, ,#pragma omp for nowait, ,5.86991,6.2434641331571905,4689.064638853073
32,threads,spread,static,#pragma omp parallel for, ,#pragma omp for, ,5.61812,6.245389125801679,4728.348644018173
96,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.82311,6.2459570889589235,4768.258259296417
16,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.66529,6.247560637342554,4807.689236879349
192,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.89025,6.247777586011413,4847.691614627838
4,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.6264,6.2504155125097824,4887.009201288223
48,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.71959,6.252499515345858,4926.839910507202
32,threads,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.67433,6.253869504013598,4966.201421499252
96,threads,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.85114,6.254274150447266,5006.3039882183075
192,threads,spread,static, ,#pragma unroll,#pragma omp for, ,5.66844,6.254800614491733,5045.899528741837
128,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.82444,6.255575198480075,5085.766011476517
4,threads,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.67913,6.25568960765758,5125.25249671936
192,threads,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.88564,6.256569240529041,5165.703547239304
4,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,5.66364,6.258086165758763,5205.538092374802
128,threads,spread,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.59169,6.259025444476247,5244.870325803757
128,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.77625,6.259052339334573,5284.876159667969
128,threads,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.70514,6.2596472174697855,5324.699075222015
128,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.79088,6.261217326355364,5364.242982625961
4,cores,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.43694,6.261658437821131,5405.104550600052
16,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.50601,6.263100600370166,5444.446506261826
192,cores,spread,static, ,#pragma unroll (6),#pragma omp for nowait, ,5.60772,6.263127385536441,5484.066020965576
192,sockets,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.96291,6.263369899928167,5524.467795848846
192,threads,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.86738,6.264345379199499,5564.8823182582855
4,cores,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.74816,6.264350097755076,5604.754178524017
192,cores,master,static, , ,#pragma omp for nowait, ,5.56222,6.2651038094892435,5644.0237028598785
64,cores,spread,static,#pragma omp parallel for, ,#pragma omp for, ,5.78022,6.26611341751381,5683.786304473877
16,threads,master,dynamic, , ,#pragma omp for, ,5.69238,6.266890668814675,5723.4077231884
96,threads,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.58453,6.267199117295299,5762.955498456955
192,cores,master,dynamic, , ,#pragma omp for, ,5.53482,6.267433783272363,5802.079649209976
128,sockets,spread,dynamic, , ,#pragma omp for, ,5.66832,6.267792099752985,5841.702127695084
192,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.90153,6.272983045822684,5882.177050352097
192,cores,master,static,#pragma omp parallel for, ,#pragma omp for nowait, ,5.9727,6.273533578185512,5922.561640024185
128,cores,spread,static, , ,#pragma omp for, ,5.63713,6.27367232185427,5961.895347595215
32,cores,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.64273,6.273765692136299,6001.624911308289
192,cores,spread,static, , ,#pragma omp for nowait, ,5.607,6.273787619441408,6041.402365207672
32,threads,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.77241,6.274427014574418,6081.074546337128
32,threads,spread,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.76967,6.274836490213831,6120.858110427856
32,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.68195,6.27500034501989,6160.216039419174
128,threads,close,static,#pragma omp parallel for, ,#pragma omp for, ,5.90273,6.275173061141783,6200.407531261444
16,cores,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.78,6.275713204458495,6240.164583683014
192,cores,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.8601,6.276022064384652,6280.056393861771
128,threads,master,dynamic, , ,#pragma omp for nowait, ,5.58944,6.276715838717643,6319.642210960388
16,threads,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.70247,6.276808038120468,6359.610829591751
192,threads,spread,static,#pragma omp parallel for, ,#pragma omp for, ,5.83261,6.277817485482274,6399.718201637268
4,cores,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,5.7274,6.27828168787726,6439.455374002457
256,threads,spread,static, , ,#pragma omp for, ,5.6653,6.279189131841383,6479.091827869415
192,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.8326,6.279385783651852,6519.047484397888
192,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.89057,6.27952585441334,6559.419624090195
32,cores,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.65637,6.280816579768334,6598.887857675552
32,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.81037,6.280837217499958,6638.58495926857
16,threads,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.6403,6.281451578454033,6677.94410777092
128,cores,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.76332,6.281738015976301,6717.681446552277
128,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for, ,5.6792,6.281745018733205,6757.029456138611
192,cores,master,dynamic, , ,#pragma omp for nowait, ,5.58428,6.282204827239138,6796.372774362564
8,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.56892,6.282538545612719,6835.9013340473175
4,threads,spread,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.67616,6.2825819001499585,6875.565873622894
192,cores,spread,static, ,#pragma unroll,#pragma omp for, ,5.60344,6.283592377113234,6914.749591112137
128,cores,spread,static, ,#pragma unroll,#pragma omp for nowait, ,5.68096,6.284630562285553,6954.455987691879
32,cores,master,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.68054,6.284948439134245,6994.032113075256
16,threads,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,5.69427,6.285208076641757,7033.799159526825
32,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.6667,6.286651130669795,7073.863064289093
4,threads,master,static, , ,#pragma omp for nowait, ,5.72809,6.286659967492362,7113.858868598938
128,cores,master,dynamic, ,#pragma unroll,#pragma omp for, ,5.75594,6.287216618784067,7153.650490760803
256,cores,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.65146,6.289324678346303,7193.174266338348
8,sockets,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.67309,6.290319817100875,7232.878798961639
32,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.74398,6.291158282179628,7272.670468330383
128,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.71223,6.295118898124766,7312.182324409485
4,threads,master,static,#pragma omp parallel for, ,#pragma omp for, ,5.74127,6.295658307536256,7351.916529893875
256,threads,spread,static, ,#pragma unroll (6),#pragma omp for, ,5.74793,6.2969348142903705,7391.700186014175
4,threads,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.69952,6.2980403018819695,7431.3041162490845
192,cores,close,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.86948,6.299475277593116,7471.418936252594
16,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.73097,6.30013527077639,7511.1046550273895
192,cores,spread,static, , ,#pragma omp for, ,5.662,6.300617243510733,7550.598488807678
128,threads,master,static,#pragma omp parallel for, ,#pragma omp for, ,5.74232,6.302453231797121,7590.539488554001
4,cores,master,dynamic, , ,#pragma omp for nowait, ,5.71742,6.303041619609732,7629.963052988052
192,cores,master,static, ,#pragma unroll,#pragma omp for, ,5.63114,6.303100852547152,7669.173449039459
256,threads,spread,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,6.04129,6.3046772397906,7709.880402565002
192,cores,spread,static, ,#pragma unroll,#pragma omp for nowait, ,5.59835,6.306948322885838,7749.5559339523315
96,cores,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.76962,6.308492697663773,7789.2065188884735
128,cores,master,static, , ,#pragma omp for nowait, ,5.69532,6.308930551018439,7828.89479970932
32,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.64683,6.309006436510081,7868.516315937042
96,threads,master,dynamic, ,#pragma unroll,#pragma omp for, ,5.68113,6.30913621361615,7907.806411027908
4,cores,spread,static, ,#pragma unroll (6),#pragma omp for nowait, ,5.60686,6.309941467098206,7947.259859085083
192,threads,spread,dynamic, , ,#pragma omp for nowait, ,5.72518,6.3116700324745425,7987.264101266861
192,cores,master,static, ,#pragma unroll,#pragma omp for nowait, ,5.65952,6.314042843603542,8026.792053222656
16,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.68839,6.314508654445166,8066.264968633652
16,cores,close,dynamic, ,#pragma unroll,#pragma omp for, ,5.59778,6.316485188619202,8105.296411514282
2,cores,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.6719,6.316996246148942,8144.920519113541
128,cores,close,static, , ,#pragma omp for, ,5.6513,6.317836443928479,8184.318758010864
8,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.63954,6.318467307192403,8223.423826217651
4,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,5.69437,6.319754500841022,8263.013594388962
16,threads,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.67688,6.321261956447049,8302.494745731354
128,threads,spread,dynamic, ,#pragma unroll,#pragma omp for, ,5.62801,6.321571082753444,8341.372633695602
16,cores,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,5.69677,6.326426402565027,8380.899587154388
8,cores,close,static, ,#pragma unroll,#pragma omp for nowait, ,5.66065,6.327344296012795,8420.409514427185
4,cores,spread,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.64048,6.328382607129786,8459.74697804451
128,cores,spread,static, , ,#pragma omp for nowait, ,5.67927,6.33002528959777,8499.131423473358
256,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.95188,6.331089866991226,8539.41569685936
4,cores,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,5.69745,6.332301650277682,8579.284857273102
128,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,5.77699,6.33339044291937,8619.038556337357
128,cores,master,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,5.62609,6.33438401609723,8658.347087144852
192,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for, ,5.89307,6.335431097851843,8698.580140829086
