objective,p0,p1,p2,p3,p4,p5,p6,p7
5.708690000000001,48,threads,master,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.819575,48,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.719645,256,sockets,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.66647,48,threads,close,dynamic, , ,#pragma omp for nowait, 
5.6915,4,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.725555,48,threads,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.72196,8,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.6975,48,sockets,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.881,128,threads,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.80874,48,sockets,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.664949999999999,32,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.848955,2,threads,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.7796400000000006,8,threads,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.688335,48,sockets,close,dynamic, , ,#pragma omp for nowait, 
5.642685,48,sockets,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.63167,48,sockets,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.781605,8,cores,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.676005,2,cores,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.780495,48,cores,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.7228449999999995,48,cores,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.935885000000001,96,sockets,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.712160000000001,48,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
5.73869,96,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.62049,48,threads,spread,dynamic, , ,#pragma omp for nowait, 
5.744145,48,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, 
5.769445,48,threads,spread,static, , ,#pragma omp for nowait, 
5.705395,48,threads,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
5.665355,48,threads,close,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, 
5.765924999999999,48,threads,master,dynamic, , ,#pragma omp for nowait, 
5.730035,16,cores,spread,dynamic, , ,#pragma omp for nowait, 
5.73295,48,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, 
5.6659749999999995,2,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, 
5.74946,48,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, 
5.87378,48,threads,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, 
5.69843,2,threads,spread,dynamic, , ,#pragma omp for nowait, 
5.68111,64,threads,spread,dynamic, , ,#pragma omp for nowait, 
5.745115,48,sockets,master,dynamic, , ,#pragma omp for nowait, 
5.7959499999999995,32,threads,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.686294999999999,256,threads,spread,dynamic, , ,#pragma omp for nowait, 
5.735195,48,threads,spread,dynamic, ,#pragma unroll,#pragma omp for, 
5.700355,2,threads,spread,dynamic, , ,#pragma omp for, 
5.675995,192,threads,spread,dynamic, , ,#pragma omp for, 
5.69184,48,threads,spread,dynamic, , ,#pragma omp for, 
5.74708,2,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, 
5.717445,96,threads,spread,dynamic, , ,#pragma omp for nowait, 
5.825855000000001,48,cores,spread,dynamic, , ,#pragma omp for nowait, 
5.874525,192,threads,spread,static, , ,#pragma omp for nowait, 
5.79307,8,threads,spread,dynamic, , ,#pragma omp for nowait, 
5.715145,48,threads,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
5.68571,96,threads,spread,static, ,#pragma unroll,#pragma omp for nowait, 
5.574125,48,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for, 
5.64264,16,threads,spread,dynamic, , ,#pragma omp for nowait, 
5.79067,48,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
5.669805,48,cores,spread,dynamic, , ,#pragma omp for, 
5.752745,64,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for, 
5.662825,2,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
5.849345,48,threads,spread,static, ,#pragma unroll (6),#pragma omp for, 
5.81246,48,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
5.9066849999999995,48,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
5.836325,48,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
5.69228,128,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for, 
5.643800000000001,192,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for, 
5.740114999999999,16,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
