p0,p1,p2,p3,p4,p5,p6,p7,p8,size,objective,source,id,filename,speedup
256,1000,#pragma clang loop unrolling full,#pragma omp parallel for,256,256,100,scatter,cores,SM,1.341175,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02619.c,mmp_02619,0.4912408895185193
32,2000,#pragma clang loop unrolling full, ,8,64,100,none,cores,SM,1.1843566666666667,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02620.c,mmp_02620,0.5562851280723431
16,2000, , ,96,256,100,none,sockets,SM,0.5908133333333333,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02621.c,mmp_02621,1.1151407099817203
256,1000,#pragma clang loop unrolling full, ,32,256,100,balanced,cores,SM,1.3586533333333335,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02622.c,mmp_02622,0.48492134368345124
256,2000, , ,96,128,100,none,cores,SM,1.381058333333333,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02623.c,mmp_02623,0.4770544328926489
32,2000, ,#pragma omp parallel for,96,16,100,none,sockets,SM,1.2022316666666664,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02624.c,mmp_02624,0.5480141791862081
64,2000,#pragma clang loop unrolling full,#pragma omp parallel for,96,128,100,none,cores,SM,1.1859833333333334,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02625.c,mmp_02625,0.5555221405584677
8,1280, , ,96,128,100,none,cores,SM,1.1156316666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02626.c,mmp_02626,0.5905533337615911
128,2000,#pragma clang loop unrolling full, ,96,256,80,none,sockets,SM,1.3582433333333332,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02627.c,mmp_02627,0.48506772227853145
2,2000, , ,96,16,100,none,cores,SM,4.443246666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02628.c,mmp_02628,0.14827896118003805
16,1600, , ,64,4,200,explicit,sockets,SM,0.5891799999999999,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02629.c,mmp_02629,1.1182321192165385
48,200, ,#pragma omp parallel for,96,16,64,none,cores,SM,1.3402333333333332,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02630.c,mmp_02630,0.49158604223145236
256,640,#pragma clang loop unrolling full,#pragma omp parallel for,16,8,80,explicit,cores,SM,1.4309333333333332,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02631.c,mmp_02631,0.4604267610883341
128,400,#pragma clang loop unrolling full,#pragma omp parallel for,8,128,64,compact,sockets,SM,1.012935,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02632.c,mmp_02632,0.6504267302442902
32,1600, , ,256,128,64,none,sockets,SM,1.386615,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02633.c,mmp_02633,0.4751427036343903
128,640, ,#pragma omp parallel for,96,16,64,explicit,threads,SM,1.19436,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02634.c,mmp_02634,0.551625975417797
256,400,#pragma clang loop unrolling full, ,16,128,64,compact,sockets,SM,1.1733433333333332,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02635.c,mmp_02635,0.5615065780689371
48,640, ,#pragma omp parallel for,256,32,40,explicit,sockets,SM,1.297,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02636.c,mmp_02636,0.5079722436391674
32,1000, ,#pragma omp parallel for,256,16,40,none,cores,SM,1.4616033333333334,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02637.c,mmp_02637,0.4507652555070802
32,800,#pragma clang loop unrolling full, ,96,8,200,balanced,sockets,SM,1.6352266666666668,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02638.c,mmp_02638,0.40290438838244647
16,100,#pragma clang loop unrolling full, ,96,128,200,none,sockets,SM,0.5702533333333334,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02639.c,mmp_02639,1.1553461619397227
128,2000, , ,32,16,64,disabled,cores,SM,1.3231216666666663,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02640.c,mmp_02640,0.4979436257436645
128,640, ,#pragma omp parallel for,256,256,200,explicit,cores,SM,1.25528,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02641.c,mmp_02641,0.5248550124275063
256,2000, ,#pragma omp parallel for,16,32,64,none,cores,SM,1.4301666666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02642.c,mmp_02642,0.4606735811676962
48,800,#pragma clang loop unrolling full,#pragma omp parallel for,256,32,100,none,sockets,SM,1.21343,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02643.c,mmp_02643,0.5429567424573317
16,640,#pragma clang loop unrolling full,#pragma omp parallel for,256,16,64,none,sockets,SM,0.5761649999999999,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02644.c,mmp_02644,1.1434918816658426
32,640,#pragma clang loop unrolling full,#pragma omp parallel for,256,64,64,none,sockets,SM,1.4497666666666669,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02645.c,mmp_02645,0.45444554296093626
32,640,#pragma clang loop unrolling full,#pragma omp parallel for,256,8,20,none,sockets,SM,1.4116916666666668,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02646.c,mmp_02646,0.46670247870462744
16,640,#pragma clang loop unrolling full, ,256,32,20,none,sockets,SM,0.5784583333333333,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02647.c,mmp_02647,1.1389584383778724
32,400,#pragma clang loop unrolling full,#pragma omp parallel for,256,64,20,none,sockets,SM,1.4637683333333331,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02648.c,mmp_02648,0.4500985470150674
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,20,none,sockets,SM,1.438175,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02649.c,mmp_02649,0.4581083665061624
32,100, ,#pragma omp parallel for,256,128,100,none,sockets,SM,1.48396,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02650.c,mmp_02650,0.4439742311113508
32,100,#pragma clang loop unrolling full, ,256,96,10,none,sockets,SM,1.5783033333333334,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02651.c,mmp_02651,0.41743560067667607
16,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,10,none,sockets,SM,0.5713566666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02652.c,mmp_02652,1.15311510031679
48,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,10,none,sockets,SM,1.2799200000000002,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02653.c,mmp_02653,0.5147509219326208
16,1000,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,10,none,sockets,SM,0.581975,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02654.c,mmp_02654,1.132076120108252
32,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,96,40,compact,sockets,SM,1.2958433333333332,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02655.c,mmp_02655,0.5084256584515104
32,100,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,10,none,cores,SM,1.3983416666666668,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02656.c,mmp_02656,0.4711580979851133
48,1000,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,100,none,sockets,SM,1.1344766666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02657.c,mmp_02657,0.5807435440129518
48,640,#pragma clang loop unrolling full,#pragma omp parallel for,64,32,20,none,sockets,SM,1.2120766666666667,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02658.c,mmp_02658,0.5435629759393659
48,1000,#pragma clang loop unrolling full, ,256,128,20,balanced,threads,SM,1.2257116666666663,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02659.c,mmp_02659,0.5375163000542544
32,1000,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,10,compact,sockets,SM,1.3463966666666665,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02660.c,mmp_02660,0.4893357331544197
32,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,100,balanced,sockets,SM,1.5284516666666663,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02661.c,mmp_02661,0.43105059477401436
16,100, , ,256,128,20,balanced,sockets,SM,0.5726466666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02662.c,mmp_02662,1.1505174802379596
48,1000,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,20,none,threads,SM,1.184715,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02663.c,mmp_02663,0.55611687199031
32,2000, , ,16,32,200,none,cores,SM,1.2951316666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02664.c,mmp_02664,0.5087050351379977
32,800,#pragma clang loop unrolling full,#pragma omp parallel for,256,32,20,none,cores,SM,1.5941200000000002,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02665.c,mmp_02665,0.4132938549168193
48,640, , ,16,2,100,explicit,cores,SM,1.271,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02666.c,mmp_02666,0.5183634933123525
48,1000,#pragma clang loop unrolling full,#pragma omp parallel for,8,8,64,explicit,sockets,SM,1.1299216666666667,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02667.c,mmp_02667,0.5830846681112113
128,640, ,#pragma omp parallel for,16,16,200,scatter,cores,SM,1.1421066666666668,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02668.c,mmp_02668,0.5768638072334166
128,640, ,#pragma omp parallel for,32,16,100,none,cores,SM,1.2469833333333336,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02669.c,mmp_02669,0.528347077613975
8,1000, ,#pragma omp parallel for,64,256,100,none,sockets,SM,1.1021666666666667,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02670.c,mmp_02670,0.5977680326629367
192,2000, , ,96,16,64,disabled,sockets,SM,1.4696766666666667,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02671.c,mmp_02671,0.4482890794573864
192,640, ,#pragma omp parallel for,4,32,100,balanced,sockets,SM,1.2749,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02672.c,mmp_02672,0.5167777864930584
256,1000, , ,8,256,200,explicit,sockets,SM,1.49656,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02673.c,mmp_02673,0.44023627519110503
256,800, ,#pragma omp parallel for,32,256,80,none,sockets,SM,1.4646766666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02674.c,mmp_02674,0.4498194140686341
16,640,#pragma clang loop unrolling full,#pragma omp parallel for,96,256,40,balanced,sockets,SM,0.5765283333333334,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02675.c,mmp_02675,1.1427712428125822
32,2000,#pragma clang loop unrolling full, ,32,128,100,explicit,sockets,SM,1.2471166666666669,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02676.c,mmp_02676,0.528290590294947
256,640, ,#pragma omp parallel for,4,16,200,none,cores,SM,1.4427166666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02677.c,mmp_02677,0.4566662430830725
128,1000,#pragma clang loop unrolling full,#pragma omp parallel for,2,256,80,explicit,sockets,SM,1.195501666666667,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02678.c,mmp_02678,0.5510991898798412
128,2000,#pragma clang loop unrolling full,#pragma omp parallel for,256,256,200,none,threads,SM,1.2978850000000002,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02679.c,mmp_02679,0.507625868239482
32,400, , ,256,128,200,explicit,cores,SM,1.65952,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02680.c,mmp_02680,0.39700636328576944
256,1000, , ,128,16,64,balanced,sockets,SM,1.3497266666666663,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02681.c,mmp_02681,0.4881284605772035
128,640, , ,256,96,64,balanced,cores,SM,1.3704399999999997,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02682.c,mmp_02682,0.480750707801874
16,800,#pragma clang loop unrolling full,#pragma omp parallel for,96,32,100,explicit,sockets,SM,0.5803533333333334,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02683.c,mmp_02683,1.1352394518281967
256,1000, , ,256,16,64,balanced,threads,SM,1.2783799999999998,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02684.c,mmp_02684,0.5153710164426855
8,1000, , ,32,8,200,explicit,cores,SM,1.1050566666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02685.c,mmp_02685,0.5962047195166463
48,1280,#pragma clang loop unrolling full, ,96,128,80,none,sockets,SM,1.143425,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02686.c,mmp_02686,0.5761987012703065
128,1000,#pragma clang loop unrolling full,#pragma omp parallel for,96,32,64,none,cores,SM,1.2860816666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02687.c,mmp_02687,0.51228473049275
96,2000, ,#pragma omp parallel for,16,256,80,explicit,sockets,SM,1.2910283333333332,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02688.c,mmp_02688,0.5103218751976785
128,640,#pragma clang loop unrolling full,#pragma omp parallel for,16,256,64,none,cores,SM,1.2317233333333333,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02689.c,mmp_02689,0.5348928466078693
16,2000, ,#pragma omp parallel for,8,256,200,none,sockets,SM,0.5877466666666665,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02690.c,mmp_02690,1.120959143395114
64,640,#pragma clang loop unrolling full, ,256,256,64,disabled,cores,SM,1.199635,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02691.c,mmp_02691,0.5492003817827923
128,640, , ,16,64,100,explicit,sockets,SM,1.2689833333333331,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02692.c,mmp_02692,0.5191872759032823
256,640,#pragma clang loop unrolling full, ,96,256,64,compact,cores,SM,1.3159466666666668,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02693.c,mmp_02693,0.5006585879873551
256,640, ,#pragma omp parallel for,16,128,200,disabled,cores,SM,1.4542066666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02694.c,mmp_02694,0.4530580247649349
256,640, ,#pragma omp parallel for,256,16,200,explicit,sockets,SM,1.4888066666666668,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02695.c,mmp_02695,0.44252891577594583
2,2000, , ,16,96,40,none,sockets,SM,4.453476666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02696.c,mmp_02696,0.14793835228357174
16,2000,#pragma clang loop unrolling full,#pragma omp parallel for,96,8,64,explicit,cores,SM,0.5854483333333332,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02697.c,mmp_02697,1.1253597670161617
16,2000, ,#pragma omp parallel for,256,16,100,explicit,cores,SM,0.5871733333333333,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02698.c,mmp_02698,1.12205368091194
8,1000, ,#pragma omp parallel for,16,32,128,none,sockets,SM,1.1040583333333334,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02699.c,mmp_02699,0.5967438314702576
32,1000, , ,256,8,100,explicit,sockets,SM,1.6635583333333333,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02700.c,mmp_02700,0.39604261948534025
48,1000, , ,8,16,100,compact,sockets,SM,1.1118466666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02701.c,mmp_02701,0.5925637228154962
256,1000, , ,8,64,20,explicit,cores,SM,1.4848466666666666,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02702.c,mmp_02702,0.44370911474585484
4,640, , ,8,256,128,explicit,cores,SM,2.197081666666667,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02703.c,mmp_02703,0.29987051004779824
256,2000, , ,16,256,100,explicit,cores,SM,1.4337350000000002,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02704.c,mmp_02704,0.4595270395156706
256,640, , ,96,16,200,explicit,sockets,SM,1.4479716666666664,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02705.c,mmp_02705,0.4550089032589267
256,2000,#pragma clang loop unrolling full, ,16,16,200,disabled,sockets,SM,1.4078433333333331,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02706.c,mmp_02706,0.4679782078024782
128,2000,#pragma clang loop unrolling full,#pragma omp parallel for,96,32,200,explicit,sockets,SM,1.3210033333333333,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02707.c,mmp_02707,0.4987421177337429
48,1000,#pragma clang loop unrolling full, ,8,256,40,compact,cores,SM,1.1655799999999998,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02708.c,mmp_02708,0.5652464867276379
64,1000, , ,2,16,200,scatter,sockets,SM,1.1602483333333329,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02709.c,mmp_02709,0.5678439529468551
2,1000, , ,16,96,64,explicit,sockets,SM,4.473409999999999,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02710.c,mmp_02710,0.14727914499229897
256,640, ,#pragma omp parallel for,96,128,64,disabled,cores,SM,1.402325,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02711.c,mmp_02711,0.4698197636068672
48,2000,#pragma clang loop unrolling full,#pragma omp parallel for,64,32,80,disabled,cores,SM,1.1523233333333334,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02712.c,mmp_02712,0.5717492486194559
8,640, ,#pragma omp parallel for,32,128,200,none,sockets,SM,1.1022183333333333,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02713.c,mmp_02713,0.5977400121875431
128,400, ,#pragma omp parallel for,96,32,100,compact,sockets,SM,1.0445966666666668,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02714.c,mmp_02714,0.6307123323515615
48,640,#pragma clang loop unrolling full,#pragma omp parallel for,8,256,100,none,sockets,SM,1.2531183333333331,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02715.c,mmp_02715,0.5257604030478634
256,1000,#pragma clang loop unrolling full, ,4,16,64,none,sockets,SM,1.4075616666666668,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02716.c,mmp_02716,0.4680718547559195
8,2000,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,40,explicit,sockets,SM,1.12028,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02717.c,mmp_02717,0.588102974256436
4,800, ,#pragma omp parallel for,2,16,80,none,sockets,SM,2.190205,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02718.c,mmp_02718,0.30081202444520033
48,1000, ,#pragma omp parallel for,4,128,64,scatter,sockets,SM,1.0363466666666667,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02719.c,mmp_02719,0.6357332166842499
256,800,#pragma clang loop unrolling full, ,256,16,40,scatter,cores,SM,1.3417383333333337,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02720.c,mmp_02720,0.4910346403856688
128,1000, ,#pragma omp parallel for,256,4,40,none,cores,SM,1.1976950000000002,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02721.c,mmp_02721,0.5500899644734261
16,800, ,#pragma omp parallel for,256,4,200,compact,cores,SM,0.779455,bliss_seed_2024,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/rsbench/mmp_02722.c,mmp_02722,0.8452572630876704
