p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.005385833333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,80,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004960666666666667
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,16,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004823333333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,1024,80, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.018702166666666666
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,256,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0043848333333333335
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,128,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004368
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004380833333333334
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,0.0045446666666666665
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,32,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0049085
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,32,8, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.006239666666666667
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,8,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0053875
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",2048,512,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0053655
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,8,100, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.019676
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004357833333333333
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0041725
 , , ,64,1024,32, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.013272666666666669
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,1024,1024, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.020945333333333333
 , , ,20,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.004396666666666667
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,1024,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,0.0043581666666666664
