p0,p1,p2,p3,p4,p5,size,objective,source,id,filename,speedup
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,16.0,64.0,SM,0.000636,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_633.c,mmp_all_SM_633,2.6037735849056602
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,64.0,32.0,SM,0.0007599999999999,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_796.c,mmp_all_SM_796,2.178947368421339
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,100.0,128.0,SM,0.000697,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_702.c,mmp_all_SM_702,2.3758967001434717
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,50.0,32.0,SM,0.0006525,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_785.c,mmp_all_SM_785,2.537931034482759
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32.0,128.0,64.0,SM,0.0005835,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_589.c,mmp_all_SM_589,2.838046272493573
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,16.0,50.0,SM,0.000583,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_753.c,mmp_all_SM_753,2.840480274442539
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,20.0,128.0,SM,0.0005895,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_405.c,mmp_all_SM_405,2.8091603053435117
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,50.0,128.0,SM,0.0006445,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_669.c,mmp_all_SM_669,2.5694336695112487
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,128.0,64.0,SM,0.0006299999999999,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1194.c,mmp_all_SM_1194,2.628571428571846
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,32.0,100.0,SM,0.000583,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_294.c,mmp_all_SM_294,2.840480274442539
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,128.0,64.0,SM,0.001266,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_6155.c,mmp_all_SM_6155,1.3080568720379147
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,50.0,100.0,SM,0.0005835,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_305.c,mmp_all_SM_305,2.838046272493573
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,50.0,64.0,SM,0.0005575,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1150.c,mmp_all_SM_1150,2.9704035874439456
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80.0,64.0,64.0,SM,0.000685,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_919.c,mmp_all_SM_919,2.4175182481751825
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,8.0,100.0,SM,0.000611,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_745.c,mmp_all_SM_745,2.7103109656301143
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,64.0,64.0,SM,0.0006495,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_435.c,mmp_all_SM_435,2.5496535796766744
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4.0,128.0,64.0,SM,0.0007329999999999,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_105.c,mmp_all_SM_105,2.2592087312417815
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,8.0,64.0,SM,0.0005515,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_259.c,mmp_all_SM_259,3.0027198549410694
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,16.0,128.0,SM,0.0006035,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1120.c,mmp_all_SM_1120,2.743993371996686
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,128.0,128.0,SM,0.000565,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_713.c,mmp_all_SM_713,2.9309734513274335
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,16.0,100.0,SM,0.000654,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1119.c,mmp_all_SM_1119,2.532110091743119
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32.0,80.0,20.0,SM,0.0012535,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_5888.c,mmp_all_SM_5888,1.3211009174311925
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4.0,128.0,100.0,SM,0.0008604999999999,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_107.c,mmp_all_SM_107,1.9244625217898808
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,128.0,32.0,SM,0.0005775,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_345.c,mmp_all_SM_345,2.8675324675324676
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,64.0,20.0,SM,0.0008435,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_311.c,mmp_all_SM_311,1.963248369887374
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128.0,16.0,64.0,SM,0.0004985,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1238.c,mmp_all_SM_1238,3.321965897693079
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96.0,50.0,32.0,SM,0.0006464999999999,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1027.c,mmp_all_SM_1027,2.5614849187938997
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,128.0,64.0,SM,0.0007065,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_710.c,mmp_all_SM_710,2.343949044585987
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,64.0,256.0,SM,0.0034595,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_318.c,mmp_all_SM_318,0.4786818904465963
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16.0,100.0,64.0,SM,0.000616,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_336.c,mmp_all_SM_336,2.688311688311688
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,50.0,32.0,SM,0.0005425,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1148.c,mmp_all_SM_1148,3.0525345622119815
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80.0,50.0,100.0,SM,0.00058,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_910.c,mmp_all_SM_910,2.8551724137931034
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,64.0,64.0,SM,0.000584,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_677.c,mmp_all_SM_677,2.835616438356164
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,16.0,128.0,SM,0.0006565,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_757.c,mmp_all_SM_757,2.5224676313785226
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100.0,16.0,64.0,SM,0.0006414999999999,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1117.c,mmp_all_SM_1117,2.581449727202273
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50.0,80.0,128.0,SM,0.0005705,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_691.c,mmp_all_SM_691,2.9027169149868532
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,80.0,128.0,SM,0.000561,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_812.c,mmp_all_SM_812,2.9518716577540105
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96.0,32.0,32.0,SM,0.0006554999999999,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1016.c,mmp_all_SM_1016,2.5263157894740695
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64.0,64.0,64.0,SM,0.000524,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_798.c,mmp_all_SM_798,3.16030534351145
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4.0,50.0,32.0,SM,0.00085,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_59.c,mmp_all_SM_59,1.948235294117647
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128.0,16.0,32.0,SM,0.0006154999999999,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_1236.c,mmp_all_SM_1236,2.6904955320881707
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4.0,16.0,100.0,SM,0.0006225,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_30.c,mmp_all_SM_30,2.6602409638554216
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20.0,50.0,100.0,SM,0.0004625,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_426.c,mmp_all_SM_426,3.5805405405405404
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32.0,16.0,32.0,SM,0.0006745,syr2k_GaussianCopula_SM_1234_ALL,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/mmp_all_SM_510.c,mmp_all_SM_510,2.4551519644180875
